customer_id	customer_code	signup_date	gender	age_band	city	state	acquisition_channel	customer_status	has_eligible_purchase	eligible_order_count	monetary_value	first_eligible_order_date	last_eligible_order_date	recency_days	reference_date	eligibility_rule_applied
4137	CUST-04137	2024-12-24	Male	25-34	Seattle	WA	Referral	Active	1	6	6807.56	2025-02-17	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4138	CUST-04138	2025-09-17	Male	35-44	Dallas	TX	Organic Search	Active	1	1	1931.13	2025-12-07	2025-12-07	24	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4139	CUST-04139	2024-09-13	Male	25-34	Columbus	OH	Social Media	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4140	CUST-04140	2025-01-08	Male	18-24	New York	NY	Referral	Active	1	2	285.54	2025-03-02	2025-12-10	21	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4141	CUST-04141	2024-09-25	Female	35-44	Philadelphia	PA	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4142	CUST-04142	2024-08-08	Male	55-64	San Diego	CA	Organic Search	Active	1	7	4479.94	2024-08-08	2025-12-03	28	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4143	CUST-04143	2024-04-14	Female	35-44	Las Vegas	NV	Direct	Active	1	2	5313.20	2025-01-22	2025-08-26	127	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4144	CUST-04144	2025-07-01	Female	25-34	Fort Worth	TX	Organic Search	Active	1	8	10502.74	2025-08-15	2025-12-12	19	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4145	CUST-04145	2024-03-31	Female	25-34	Dallas	TX	Organic Search	Active	1	2	2044.44	2024-10-19	2025-01-13	352	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4146	CUST-04146	2025-10-22	Female	18-24	Atlanta	GA	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4147	CUST-04147	2023-08-21	Female	35-44	Chicago	IL	Organic Search	Active	1	8	4926.83	2024-07-14	2025-10-29	63	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4148	CUST-04148	2024-08-23	Female	35-44	Charlotte	NC	Paid Search	Active	1	8	11874.19	2024-09-05	2025-12-04	27	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4149	CUST-04149	2024-10-04	Male	18-24	Charlotte	NC	Email	Active	1	13	16547.83	2024-11-21	2025-11-28	33	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4150	CUST-04150	2025-02-18	Female	35-44	Phoenix	AZ	Referral	Active	1	8	10424.31	2025-03-08	2025-11-15	46	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4151	CUST-04151	2024-12-03	Male	35-44	Austin	TX	Direct	Active	1	1	594.28	2025-02-01	2025-02-01	333	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4152	CUST-04152	2024-05-18	Male	35-44	New York	NY	Direct	Active	1	2	2741.46	2024-11-16	2025-05-07	238	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4153	CUST-04153	2024-05-03	Female	35-44	San Antonio	TX	Email	Active	1	7	8850.55	2024-08-25	2025-11-10	51	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4154	CUST-04154	2025-09-15	Female	55-64	Los Angeles	CA	Referral	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4155	CUST-04155	2023-07-22	Female	35-44	Phoenix	AZ	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4156	CUST-04156	2025-11-30	Male	45-54	Austin	TX	Social Media	Active	1	8	8086.68	2025-12-01	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4157	CUST-04157	2023-11-27	Female	55-64	Los Angeles	CA	Social Media	Active	1	2	451.70	2024-07-07	2025-04-12	263	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4158	CUST-04158	2024-05-18	Male	55-64	Denver	CO	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4159	CUST-04159	2023-10-02	Male	25-34	Chicago	IL	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4160	CUST-04160	2024-05-04	Male	25-34	Portland	OR	Paid Search	Active	1	6	5751.47	2024-05-16	2025-07-26	158	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4161	CUST-04161	2024-12-05	Female	35-44	Miami	FL	Email	Active	1	2	2240.33	2025-05-27	2025-08-16	137	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4162	CUST-04162	2023-07-14	Female	45-54	Nashville	TN	Organic Search	Active	1	1	1124.87	2024-04-25	2024-04-25	615	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4163	CUST-04163	2024-01-02	Female	35-44	Houston	TX	Paid Search	Active	1	6	8318.03	2024-01-26	2025-07-25	159	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4164	CUST-04164	2024-05-16	Male	35-44	Phoenix	AZ	Social Media	Active	1	1	282.06	2025-01-16	2025-01-16	349	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4165	CUST-04165	2025-05-18	Male	25-34	Seattle	WA	Direct	Inactive	1	6	14759.29	2025-06-22	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4166	CUST-04166	2024-03-18	Male	25-34	Austin	TX	Social Media	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4167	CUST-04167	2023-06-20	Female	45-54	Fort Worth	TX	Referral	Active	1	2	6739.31	2024-05-04	2025-03-03	303	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4168	CUST-04168	2025-08-27	Male	55-64	San Diego	CA	Social Media	Active	1	1	3189.17	2025-12-28	2025-12-28	3	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4169	CUST-04169	2024-05-15	Female	35-44	New York	NY	Direct	Active	1	8	8947.11	2024-07-15	2025-12-16	15	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4170	CUST-04170	2025-07-14	Female	25-34	Seattle	WA	Email	Active	1	7	12323.70	2025-07-16	2025-12-08	23	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4171	CUST-04171	2025-03-05	Female	45-54	Philadelphia	PA	Social Media	Active	1	5	8635.65	2025-04-30	2025-09-11	111	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4172	CUST-04172	2024-04-21	Prefer not to say	35-44	Houston	TX	Social Media	Active	1	2	983.93	2024-05-10	2025-06-12	202	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4173	CUST-04173	2025-02-02	Male	65+	Atlanta	GA	Email	Active	1	7	13962.65	2025-02-02	2025-11-04	57	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4174	CUST-04174	2024-01-14	Non-binary	45-54	Columbus	OH	Paid Search	Active	1	1	2912.64	2024-01-16	2024-01-16	715	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4175	CUST-04175	2024-09-25	Male	35-44	Washington	DC	Direct	Active	1	10	12832.97	2024-12-13	2025-12-08	23	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4176	CUST-04176	2025-11-29	Male	45-54	Fort Worth	TX	Email	Active	1	7	13743.07	2025-12-04	2025-12-30	1	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4177	CUST-04177	2024-12-30	Male	55-64	Seattle	WA	Email	Active	1	7	11375.58	2025-03-26	2025-12-10	21	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4178	CUST-04178	2025-11-18	Male	55-64	Chicago	IL	Social Media	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4179	CUST-04179	2024-10-07	Male	55-64	Austin	TX	Direct	Active	1	8	8956.63	2024-11-03	2025-12-21	10	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4180	CUST-04180	2025-10-24	Male	55-64	Phoenix	AZ	Social Media	Active	1	7	8461.08	2025-10-27	2025-12-18	13	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4181	CUST-04181	2024-04-11	Female	55-64	Chicago	IL	Organic Search	Active	1	8	24776.14	2024-04-16	2025-12-11	20	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4182	CUST-04182	2023-08-17	Female	45-54	Jacksonville	FL	Organic Search	Active	1	1	600.86	2024-01-16	2024-01-16	715	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4183	CUST-04183	2023-12-07	Female	25-34	San Jose	CA	Direct	Active	1	1	320.46	2024-01-27	2024-01-27	704	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4184	CUST-04184	2023-07-29	Prefer not to say	25-34	Philadelphia	PA	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4185	CUST-04185	2024-04-27	Female	35-44	Austin	TX	Email	Active	1	7	4716.52	2024-07-11	2025-10-02	90	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4186	CUST-04186	2025-01-13	Female	25-34	Jacksonville	FL	Social Media	Active	1	6	9544.13	2025-02-16	2025-09-19	103	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4187	CUST-04187	2024-03-27	Female	55-64	New York	NY	Direct	Active	1	1	1157.26	2024-04-21	2024-04-21	619	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4188	CUST-04188	2025-06-17	Female	25-34	Houston	TX	Direct	Active	1	1	646.24	2025-12-13	2025-12-13	18	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4189	CUST-04189	2024-07-13	Male	25-34	Portland	OR	Social Media	Inactive	1	7	13594.61	2024-07-24	2025-12-15	16	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4190	CUST-04190	2025-01-05	Male	35-44	San Jose	CA	Paid Search	Active	1	9	9939.69	2025-04-03	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4191	CUST-04191	2024-01-04	Female	25-34	Las Vegas	NV	Organic Search	Active	1	1	871.63	2024-02-01	2024-02-01	699	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4192	CUST-04192	2025-04-09	Female	18-24	Los Angeles	CA	Referral	Active	1	7	23293.33	2025-04-09	2025-09-17	105	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4193	CUST-04193	2025-06-02	Female	25-34	New York	NY	Paid Search	Active	1	8	11960.52	2025-06-13	2025-12-06	25	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4194	CUST-04194	2025-02-14	Female	25-34	New York	NY	Organic Search	Active	1	2	4019.65	2025-05-10	2025-06-21	193	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4195	CUST-04195	2025-10-10	Female	55-64	Chicago	IL	Direct	Active	1	8	7357.54	2025-10-16	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4196	CUST-04196	2024-10-27	Male	35-44	New York	NY	Referral	Active	1	2	2045.95	2025-04-26	2025-06-12	202	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4197	CUST-04197	2024-05-06	Female	25-34	Seattle	WA	Paid Search	Active	1	7	10534.32	2024-09-02	2025-10-18	74	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4198	CUST-04198	2024-04-25	Female	65+	Phoenix	AZ	Social Media	Inactive	1	6	6659.26	2024-05-11	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4199	CUST-04199	2025-05-21	Male	18-24	Philadelphia	PA	Organic Search	Active	1	5	8002.39	2025-08-14	2025-12-17	14	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4200	CUST-04200	2025-03-08	Female	65+	Houston	TX	Social Media	Active	1	7	11645.67	2025-05-24	2025-12-15	16	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4201	CUST-04201	2024-02-18	Female	35-44	Washington	DC	Paid Search	Inactive	1	7	6071.32	2024-03-01	2025-11-22	39	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4202	CUST-04202	2024-01-04	Male	55-64	Los Angeles	CA	Organic Search	Active	1	1	8707.66	2024-05-10	2024-05-10	600	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4203	CUST-04203	2024-05-21	Female	45-54	Los Angeles	CA	Direct	Active	1	13	17741.05	2024-07-18	2025-12-08	23	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4204	CUST-04204	2025-11-30	Female	25-34	Los Angeles	CA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4205	CUST-04205	2025-02-26	Female	35-44	San Diego	CA	Organic Search	Active	1	2	1726.22	2025-04-08	2025-05-08	237	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4206	CUST-04206	2024-05-13	Female	45-54	Jacksonville	FL	Email	Inactive	1	1	1562.88	2024-08-30	2024-08-30	488	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4207	CUST-04207	2024-11-15	Male	35-44	Dallas	TX	Referral	Active	1	7	11718.22	2024-11-15	2025-11-04	57	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4208	CUST-04208	2024-12-02	Male	35-44	San Diego	CA	Email	Active	1	8	23521.50	2024-12-06	2025-11-21	40	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4209	CUST-04209	2025-08-14	Non-binary	35-44	Portland	OR	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4210	CUST-04210	2025-04-08	Male	18-24	Los Angeles	CA	Referral	Active	1	13	17586.18	2025-04-14	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4211	CUST-04211	2024-12-19	Male	45-54	Austin	TX	Referral	Active	1	8	17205.07	2025-01-23	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4212	CUST-04212	2024-01-31	Male	45-54	Chicago	IL	Social Media	Active	1	1	514.26	2024-05-19	2024-05-19	591	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4213	CUST-04213	2024-02-27	Male	65+	Boston	MA	Paid Search	Active	1	1	877.95	2024-05-22	2024-05-22	588	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4214	CUST-04214	2023-12-31	Male	25-34	Houston	TX	Email	Active	1	2	1602.04	2025-04-25	2025-12-03	28	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4215	CUST-04215	2025-08-14	Male	18-24	Columbus	OH	Referral	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4216	CUST-04216	2023-09-22	Male	35-44	New York	NY	Organic Search	Active	1	8	17554.04	2024-01-01	2025-11-25	36	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4217	CUST-04217	2024-11-18	Male	35-44	Phoenix	AZ	Paid Search	Active	1	6	17508.94	2025-03-28	2025-12-16	15	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4218	CUST-04218	2025-07-11	Female	45-54	Dallas	TX	Email	Active	1	7	4707.20	2025-08-06	2025-12-26	5	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4219	CUST-04219	2023-06-05	Male	45-54	Austin	TX	Direct	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4220	CUST-04220	2024-02-20	Male	45-54	Portland	OR	Email	Active	1	1	457.84	2024-03-15	2024-03-15	656	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4221	CUST-04221	2024-10-10	Male	55-64	Columbus	OH	Organic Search	Active	1	2	4488.35	2024-12-24	2025-01-28	337	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4222	CUST-04222	2023-10-22	Female	35-44	Fort Worth	TX	Social Media	Active	1	8	5237.00	2024-01-14	2025-11-13	48	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4223	CUST-04223	2024-04-19	Male	35-44	Chicago	IL	Email	Active	1	2	2475.07	2025-02-25	2025-10-02	90	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4224	CUST-04224	2024-09-11	Female	18-24	San Jose	CA	Paid Search	Active	1	6	6478.73	2024-09-30	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4225	CUST-04225	2023-10-19	Male	25-34	Las Vegas	NV	Organic Search	Active	1	6	8939.49	2024-05-17	2025-10-30	62	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4226	CUST-04226	2023-09-14	Female	65+	Charlotte	NC	Organic Search	Active	1	1	1270.23	2024-05-20	2024-05-20	590	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4227	CUST-04227	2024-10-25	Male	35-44	New York	NY	Direct	Active	1	2	8083.36	2024-11-03	2025-07-20	164	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4228	CUST-04228	2024-09-22	Female	45-54	Dallas	TX	Referral	Active	1	7	11833.44	2025-03-02	2025-12-29	2	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4229	CUST-04229	2024-10-03	Female	45-54	Denver	CO	Email	Active	1	8	15273.30	2024-10-22	2025-10-25	67	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4230	CUST-04230	2024-12-28	Female	45-54	Chicago	IL	Social Media	Active	1	7	9215.78	2025-05-10	2025-11-23	38	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4231	CUST-04231	2024-01-30	Female	35-44	Seattle	WA	Referral	Inactive	1	1	1737.50	2024-03-10	2024-03-10	661	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4232	CUST-04232	2023-08-07	Female	18-24	Philadelphia	PA	Organic Search	Active	1	1	432.11	2024-06-03	2024-06-03	576	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4233	CUST-04233	2023-08-19	Female	35-44	Chicago	IL	Organic Search	Active	1	14	21594.81	2024-01-03	2025-12-06	25	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4234	CUST-04234	2024-06-05	Female	45-54	Denver	CO	Organic Search	Active	1	2	3315.37	2024-08-02	2024-12-22	374	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4235	CUST-04235	2023-12-08	Female	45-54	Portland	OR	Paid Search	Active	1	2	4083.22	2024-07-11	2024-12-11	385	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4236	CUST-04236	2025-01-22	Male	55-64	New York	NY	Paid Search	Active	1	7	7665.88	2025-02-16	2025-11-10	51	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4237	CUST-04237	2023-09-12	Male	25-34	Columbus	OH	Organic Search	Active	1	1	626.91	2024-02-18	2024-02-18	682	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4238	CUST-04238	2023-12-28	Male	45-54	Dallas	TX	Paid Search	Active	1	8	10695.86	2024-06-20	2025-12-21	10	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4239	CUST-04239	2024-04-14	Female	35-44	New York	NY	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4240	CUST-04240	2025-10-04	Female	25-34	Los Angeles	CA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4241	CUST-04241	2023-07-18	Male	45-54	Los Angeles	CA	Social Media	Active	1	1	2794.91	2024-06-11	2024-06-11	568	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4242	CUST-04242	2023-10-06	Non-binary	25-34	Jacksonville	FL	Paid Search	Active	1	1	987.19	2024-01-27	2024-01-27	704	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4243	CUST-04243	2023-11-09	Female	55-64	Philadelphia	PA	Direct	Active	1	6	4595.30	2024-10-22	2025-12-26	5	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4244	CUST-04244	2023-10-24	Female	25-34	New York	NY	Referral	Active	1	14	18612.57	2024-05-04	2025-12-20	11	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4245	CUST-04245	2025-09-29	Male	65+	New York	NY	Paid Search	Active	1	8	10517.25	2025-09-30	2025-12-26	5	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4246	CUST-04246	2024-08-05	Prefer not to say	25-34	Washington	DC	Email	Active	1	1	2345.20	2025-01-29	2025-01-29	336	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4247	CUST-04247	2024-01-06	Female	55-64	Charlotte	NC	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4248	CUST-04248	2024-02-28	Male	65+	San Diego	CA	Organic Search	Active	1	7	19521.45	2025-01-16	2025-11-13	48	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4249	CUST-04249	2024-09-29	Male	25-34	Austin	TX	Paid Search	Active	1	7	22676.23	2024-11-01	2025-12-04	27	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4250	CUST-04250	2025-09-13	Female	55-64	Houston	TX	Referral	Active	1	1	4011.78	2025-11-23	2025-11-23	38	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4251	CUST-04251	2024-02-29	Female	18-24	San Jose	CA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4252	CUST-04252	2025-04-22	Female	45-54	Chicago	IL	Email	Active	1	8	7849.92	2025-05-03	2025-12-13	18	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4253	CUST-04253	2023-06-11	Female	25-34	Philadelphia	PA	Organic Search	Inactive	1	1	3281.86	2024-03-20	2024-03-20	651	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4254	CUST-04254	2024-03-13	Female	25-34	Fort Worth	TX	Social Media	Active	1	8	8764.49	2024-04-16	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4255	CUST-04255	2023-11-11	Male	25-34	New York	NY	Email	Inactive	1	1	1329.81	2024-03-03	2024-03-03	668	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4256	CUST-04256	2025-08-25	Male	45-54	Miami	FL	Paid Search	Active	1	7	8256.89	2025-08-25	2025-12-10	21	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4257	CUST-04257	2023-11-24	Male	45-54	Austin	TX	Direct	Active	1	9	13649.39	2024-01-27	2025-09-03	119	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4258	CUST-04258	2024-10-21	Female	18-24	Chicago	IL	Email	Active	1	6	11819.51	2025-03-21	2025-12-16	15	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4259	CUST-04259	2023-11-28	Female	35-44	Houston	TX	Organic Search	Active	1	1	1477.22	2024-04-20	2024-04-20	620	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4260	CUST-04260	2024-01-20	Female	45-54	Jacksonville	FL	Paid Search	Active	1	1	344.51	2024-05-06	2024-05-06	604	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4261	CUST-04261	2025-10-29	Male	25-34	San Jose	CA	Social Media	Active	1	6	9720.74	2025-11-13	2025-12-22	9	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4262	CUST-04262	2024-02-11	Male	25-34	Jacksonville	FL	Social Media	Active	1	2	511.18	2025-04-25	2025-11-25	36	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4263	CUST-04263	2025-05-24	Female	25-34	Austin	TX	Organic Search	Active	1	12	21144.98	2025-06-28	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4264	CUST-04264	2023-08-29	Male	45-54	Washington	DC	Paid Search	Active	1	1	961.01	2024-04-30	2024-04-30	610	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4265	CUST-04265	2023-06-21	Male	45-54	Philadelphia	PA	Social Media	Active	1	1	310.18	2024-05-21	2024-05-21	589	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4266	CUST-04266	2023-12-09	Male	35-44	Fort Worth	TX	Email	Active	1	1	1614.09	2024-01-28	2024-01-28	703	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4267	CUST-04267	2024-09-23	Female	25-34	Houston	TX	Referral	Active	1	1	1240.21	2025-07-04	2025-07-04	180	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4268	CUST-04268	2024-07-17	Male	35-44	Austin	TX	Organic Search	Active	1	2	1791.02	2024-10-30	2025-08-22	131	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4269	CUST-04269	2023-08-23	Female	45-54	San Diego	CA	Paid Search	Active	1	7	11929.83	2024-04-18	2025-11-28	33	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4270	CUST-04270	2024-09-11	Female	25-34	Austin	TX	Paid Search	Active	1	2	5966.79	2025-01-29	2025-08-04	149	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4271	CUST-04271	2024-08-07	Female	25-34	San Antonio	TX	Email	Active	1	8	18347.93	2024-12-13	2025-12-03	28	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4272	CUST-04272	2023-09-10	Female	35-44	Jacksonville	FL	Paid Search	Active	1	8	11179.89	2024-05-19	2025-09-11	111	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4273	CUST-04273	2023-09-04	Non-binary	18-24	Columbus	OH	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4274	CUST-04274	2024-03-31	Male	45-54	Phoenix	AZ	Social Media	Active	1	8	5186.95	2024-04-10	2025-12-25	6	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4275	CUST-04275	2023-09-13	Male	35-44	New York	NY	Paid Search	Inactive	1	2	3023.76	2024-06-15	2025-05-27	218	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4276	CUST-04276	2024-02-18	Female	55-64	Fort Worth	TX	Organic Search	Inactive	1	7	7640.68	2024-05-10	2025-11-20	41	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4277	CUST-04277	2024-05-18	Female	35-44	Boston	MA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4278	CUST-04278	2024-01-09	Female	55-64	Columbus	OH	Email	Active	1	2	1422.57	2024-06-24	2025-03-05	301	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4279	CUST-04279	2023-07-13	Female	65+	Las Vegas	NV	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4280	CUST-04280	2024-12-05	Female	35-44	Charlotte	NC	Organic Search	Active	1	6	7725.14	2025-02-28	2025-12-16	15	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4281	CUST-04281	2023-11-28	Male	25-34	Phoenix	AZ	Organic Search	Active	1	1	323.52	2024-03-11	2024-03-11	660	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4282	CUST-04282	2023-11-23	Male	35-44	Los Angeles	CA	Email	Active	1	1	681.60	2024-03-29	2024-03-29	642	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4283	CUST-04283	2023-08-04	Female	45-54	San Antonio	TX	Referral	Active	1	2	3942.11	2024-07-25	2025-09-26	96	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4284	CUST-04284	2025-04-15	Male	18-24	New York	NY	Paid Search	Active	1	8	16357.63	2025-05-09	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4285	CUST-04285	2023-08-22	Female	25-34	New York	NY	Organic Search	Active	1	7	12326.71	2024-02-15	2025-06-04	210	2025-12-31	is_eligible = 1 AND order_date >= signup_date
4286	CUST-04286	2024-07-06	Male	35-44	Fort Worth	TX	Email	Inactive	1	8	11393.98	2024-11-07	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
