eligible_orders	eligible_customers	eligible_revenue	zero_purchase_customers	repeat_customers	period_repeat_retention_rate	month_1_retained_customers	complete_month_1_cohort_customers	weighted_month_1_retention_rate	high_risk_customers	medium_risk_customers	low_risk_customers	churn_candidates	chronology_exception_orders	chronology_exception_customers	reference_date	lifecycle_rule	risk_score_note
35017	7069	53997988.41	931	4745	67.12	1735	6927	25.05	2647	1305	3117	2491	557	404	2025-12-31	is_eligible = 1 AND order_date >= signup_date	Risk score is deterministic SQL behavior scoring, not machine-learning prediction
order_month	eligible_orders	monthly_active_customers	new_customers	returning_customers	monthly_repeat_customer_rate	eligible_revenue	average_order_value
2024-01-01	459	436	436	0	0.00	802889.32	1749.21
2024-02-01	523	491	434	57	11.61	839214.43	1604.62
2024-03-01	589	553	448	105	18.99	929902.96	1578.78
2024-04-01	644	612	462	150	24.51	1053726.61	1636.22
2024-05-01	756	691	479	212	30.68	1142823.73	1511.67
2024-06-01	764	701	433	268	38.23	1185565.98	1551.79
2024-07-01	651	564	222	342	60.64	987934.06	1517.56
2024-08-01	716	623	236	387	62.12	1193226.56	1666.52
2024-09-01	739	643	221	422	65.63	1181735.48	1599.10
2024-10-01	873	764	242	522	68.32	1351634.44	1548.26
2024-11-01	939	796	226	570	71.61	1448201.60	1542.28
2024-12-01	1080	901	260	641	71.14	1692313.27	1566.96
2025-01-01	1223	1027	267	760	74.00	1957249.73	1600.37
2025-02-01	1205	1011	258	753	74.48	1823306.55	1513.12
2025-03-01	1433	1171	280	891	76.09	2112726.27	1474.34
2025-04-01	1596	1316	345	971	73.78	2438223.35	1527.71
2025-05-01	1923	1589	434	1155	72.69	2912681.04	1514.65
2025-06-01	1732	1348	167	1181	87.61	2622832.96	1514.34
2025-07-01	2050	1548	198	1350	87.21	3134311.97	1528.93
2025-08-01	2227	1631	202	1429	87.61	3434467.86	1542.19
2025-09-01	2535	1737	231	1506	86.70	3938207.37	1553.53
2025-10-01	2960	1943	211	1732	89.14	4498209.72	1519.67
2025-11-01	3483	2066	235	1831	88.63	5380204.65	1544.70
2025-12-01	3917	2078	142	1936	93.17	5936398.50	1515.55
rfm_segment	customers	customer_percentage	average_customer_value	average_recency_days	average_frequency
Needs Attention	2655	37.56	2375.46	418.51	1.54
Champions	1743	24.66	16981.76	21.88	10.22
Loyal Customers	943	13.34	9517.25	56.52	7.63
At Risk	760	10.75	3105.86	268.43	2.38
Potential Loyalists	641	9.07	6141.28	24.43	4.09
High Value At Risk	201	2.84	13096.07	208.33	6.88
New Customers	126	1.78	1490.79	26.92	1.00
risk_band	customers	customer_percentage	churn_candidates	inactive_90_plus	average_behavioral_risk_score
High Risk	2647	37.45	2401	2647	87.52
Medium Risk	1305	18.46	90	796	53.55
Low Risk	3117	44.09	0	25	10.38
intervention_priority	customers	customer_percentage	monetary_value	churn_candidates
High Value Intervention	497	7.03	6739084.13	108
Standard Intervention	3455	48.88	7239398.04	2383
Monitor / Engage	3117	44.09	40019506.24	0
cohort_month	cohort_size	month_1_retained_customers	month_1_retention_rate
2024-01-01	436	57	13.07
2024-02-01	434	47	10.83
2024-03-01	448	51	11.38
2024-04-01	462	46	9.96
2024-05-01	479	46	9.60
2024-06-01	433	50	11.55
2024-07-01	222	52	23.42
2024-08-01	236	59	25.00
2024-09-01	221	55	24.89
2024-10-01	242	60	24.79
2024-11-01	226	42	18.58
2024-12-01	260	77	29.62
2025-01-01	267	63	23.60
2025-02-01	258	53	20.54
2025-03-01	280	69	24.64
2025-04-01	345	99	28.70
2025-05-01	434	105	24.19
2025-06-01	167	100	59.88
2025-07-01	198	118	59.60
2025-08-01	202	109	53.96
2025-09-01	231	139	60.17
2025-10-01	211	117	55.45
2025-11-01	235	121	51.49
cohort_month	activity_month	elapsed_month	cohort_size	retained_customers	retention_rate	observation_complete
4132	CUST-04132	Portland	OR	Email	High Risk	90	1	Standard Intervention	623	1	393.60	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
614	CUST-00614	Phoenix	AZ	Organic Search	High Risk	90	1	Standard Intervention	409	1	393.22	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5909	CUST-05909	Fort Worth	TX	Direct	High Risk	90	1	Standard Intervention	667	1	393.06	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1294	CUST-01294	Atlanta	GA	Social Media	High Risk	90	1	Standard Intervention	574	1	391.47	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7397	CUST-07397	San Antonio	TX	Email	High Risk	90	1	Standard Intervention	701	1	391.38	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5532	CUST-05532	New York	NY	Social Media	High Risk	90	1	Standard Intervention	580	1	383.76	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
8000	CUST-08000	Miami	FL	Social Media	High Risk	90	1	Standard Intervention	472	1	382.77	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
715	CUST-00715	San Diego	CA	Referral	High Risk	90	1	Standard Intervention	231	1	380.57	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3020	CUST-03020	Charlotte	NC	Paid Search	High Risk	90	1	Standard Intervention	243	1	379.62	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2901	CUST-02901	Nashville	TN	Paid Search	High Risk	90	1	Standard Intervention	704	1	378.70	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2918	CUST-02918	Philadelphia	PA	Social Media	High Risk	90	1	Standard Intervention	330	1	375.10	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7144	CUST-07144	Fort Worth	TX	Social Media	High Risk	90	1	Standard Intervention	261	1	374.10	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1005	CUST-01005	Jacksonville	FL	Organic Search	High Risk	90	1	Standard Intervention	558	1	373.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1843	CUST-01843	San Jose	CA	Referral	High Risk	90	1	Standard Intervention	638	1	373.08	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7009	CUST-07009	San Diego	CA	Email	High Risk	90	1	Standard Intervention	647	1	372.23	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1225	CUST-01225	San Antonio	TX	Organic Search	High Risk	90	1	Standard Intervention	552	1	372.16	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3813	CUST-03813	Boston	MA	Paid Search	High Risk	90	1	Standard Intervention	520	1	371.78	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3940	CUST-03940	Portland	OR	Email	High Risk	90	1	Standard Intervention	655	1	369.14	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7407	CUST-07407	Portland	OR	Social Media	High Risk	90	1	Standard Intervention	658	1	367.00	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5501	CUST-05501	Jacksonville	FL	Organic Search	High Risk	90	1	Standard Intervention	640	1	366.30	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3066	CUST-03066	Dallas	TX	Paid Search	High Risk	90	1	Standard Intervention	286	1	363.34	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
570	CUST-00570	Columbus	OH	Direct	High Risk	90	1	Standard Intervention	281	1	360.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1479	CUST-01479	Boston	MA	Email	High Risk	90	1	Standard Intervention	580	1	360.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6654	CUST-06654	Las Vegas	NV	Direct	High Risk	90	1	Standard Intervention	585	1	359.79	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5207	CUST-05207	San Jose	CA	Paid Search	High Risk	90	1	Standard Intervention	647	1	357.72	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4777	CUST-04777	Nashville	TN	Direct	High Risk	90	1	Standard Intervention	692	1	357.65	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5425	CUST-05425	Las Vegas	NV	Organic Search	High Risk	90	1	Standard Intervention	645	1	355.88	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5916	CUST-05916	Charlotte	NC	Email	High Risk	90	1	Standard Intervention	493	1	355.69	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5822	CUST-05822	Denver	CO	Direct	High Risk	90	1	Standard Intervention	694	1	355.31	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1449	CUST-01449	Los Angeles	CA	Organic Search	High Risk	90	1	Standard Intervention	669	1	352.40	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2995	CUST-02995	San Antonio	TX	Paid Search	High Risk	90	1	Standard Intervention	664	1	351.41	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4413	CUST-04413	Dallas	TX	Social Media	High Risk	90	1	Standard Intervention	574	1	350.58	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5226	CUST-05226	Philadelphia	PA	Social Media	High Risk	90	1	Standard Intervention	699	1	350.08	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2497	CUST-02497	Boston	MA	Social Media	High Risk	90	1	Standard Intervention	705	1	349.71	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6297	CUST-06297	Atlanta	GA	Direct	High Risk	90	1	Standard Intervention	578	1	345.06	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4260	CUST-04260	Jacksonville	FL	Paid Search	High Risk	90	1	Standard Intervention	604	1	344.51	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7733	CUST-07733	Fort Worth	TX	Organic Search	High Risk	90	1	Standard Intervention	715	1	343.46	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2150	CUST-02150	Charlotte	NC	Organic Search	High Risk	90	1	Standard Intervention	244	1	343.13	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4961	CUST-04961	Phoenix	AZ	Organic Search	High Risk	90	1	Standard Intervention	715	1	342.81	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2126	CUST-02126	New York	NY	Organic Search	High Risk	90	1	Standard Intervention	552	1	341.89	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4919	CUST-04919	Los Angeles	CA	Paid Search	High Risk	90	1	Standard Intervention	585	1	341.51	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4620	CUST-04620	New York	NY	Paid Search	High Risk	90	1	Standard Intervention	610	1	337.68	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4715	CUST-04715	Dallas	TX	Organic Search	High Risk	90	1	Standard Intervention	676	1	336.28	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2979	CUST-02979	Chicago	IL	Email	High Risk	90	1	Standard Intervention	299	1	335.32	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1720	CUST-01720	New York	NY	Paid Search	High Risk	90	1	Standard Intervention	587	1	335.25	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3473	CUST-03473	Chicago	IL	Paid Search	High Risk	90	1	Standard Intervention	437	1	333.15	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2791	CUST-02791	Columbus	OH	Direct	High Risk	90	1	Standard Intervention	669	1	332.27	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5943	CUST-05943	Fort Worth	TX	Referral	High Risk	90	1	Standard Intervention	582	1	330.72	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3756	CUST-03756	Nashville	TN	Social Media	High Risk	90	1	Standard Intervention	726	1	330.32	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6478	CUST-06478	Los Angeles	CA	Referral	High Risk	90	1	Standard Intervention	660	1	329.12	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1835	CUST-01835	San Diego	CA	Social Media	High Risk	90	1	Standard Intervention	347	1	328.12	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5601	CUST-05601	Phoenix	AZ	Social Media	High Risk	90	1	Standard Intervention	633	1	324.26	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4281	CUST-04281	Phoenix	AZ	Organic Search	High Risk	90	1	Standard Intervention	660	1	323.52	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7282	CUST-07282	Los Angeles	CA	Referral	High Risk	90	1	Standard Intervention	434	1	322.91	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7051	CUST-07051	Philadelphia	PA	Organic Search	High Risk	90	1	Standard Intervention	414	1	322.72	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4183	CUST-04183	San Jose	CA	Direct	High Risk	90	1	Standard Intervention	704	1	320.46	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3027	CUST-03027	Houston	TX	Referral	High Risk	90	1	Standard Intervention	560	1	318.73	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2389	CUST-02389	Phoenix	AZ	Paid Search	High Risk	90	1	Standard Intervention	601	1	318.49	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
314	CUST-00314	Denver	CO	Email	High Risk	90	1	Standard Intervention	624	1	316.77	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3623	CUST-03623	Boston	MA	Email	High Risk	90	1	Standard Intervention	601	1	316.27	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
366	CUST-00366	Fort Worth	TX	Social Media	High Risk	90	1	Standard Intervention	577	1	310.38	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4265	CUST-04265	Philadelphia	PA	Social Media	High Risk	90	1	Standard Intervention	589	1	310.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3237	CUST-03237	Charlotte	NC	Paid Search	High Risk	90	1	Standard Intervention	635	1	307.32	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3108	CUST-03108	Phoenix	AZ	Organic Search	High Risk	90	1	Standard Intervention	701	1	306.73	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6324	CUST-06324	San Jose	CA	Social Media	High Risk	90	1	Standard Intervention	624	1	305.96	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7908	CUST-07908	Fort Worth	TX	Organic Search	High Risk	90	1	Standard Intervention	688	1	305.89	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7392	CUST-07392	Portland	OR	Paid Search	High Risk	90	1	Standard Intervention	602	1	305.46	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7193	CUST-07193	San Antonio	TX	Direct	High Risk	90	1	Standard Intervention	604	1	304.20	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
764	CUST-00764	Atlanta	GA	Direct	High Risk	90	1	Standard Intervention	418	1	303.84	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3084	CUST-03084	Philadelphia	PA	Social Media	High Risk	90	1	Standard Intervention	699	1	303.62	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7366	CUST-07366	Fort Worth	TX	Paid Search	High Risk	90	1	Standard Intervention	303	1	300.83	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2327	CUST-02327	Nashville	TN	Organic Search	High Risk	90	1	Standard Intervention	724	1	300.80	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1979	CUST-01979	Los Angeles	CA	Organic Search	High Risk	90	1	Standard Intervention	556	1	299.26	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5319	CUST-05319	Los Angeles	CA	Social Media	High Risk	90	1	Standard Intervention	683	1	298.26	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2963	CUST-02963	Jacksonville	FL	Direct	High Risk	90	1	Standard Intervention	562	1	298.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
554	CUST-00554	Los Angeles	CA	Organic Search	High Risk	90	1	Standard Intervention	609	1	297.18	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6790	CUST-06790	San Diego	CA	Organic Search	High Risk	90	1	Standard Intervention	477	1	295.54	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6374	CUST-06374	San Jose	CA	Referral	High Risk	90	1	Standard Intervention	581	1	294.82	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3151	CUST-03151	Columbus	OH	Email	High Risk	90	1	Standard Intervention	610	1	294.46	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
830	CUST-00830	Philadelphia	PA	Direct	High Risk	90	1	Standard Intervention	594	1	294.09	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2067	CUST-02067	Phoenix	AZ	Referral	High Risk	90	1	Standard Intervention	633	1	293.85	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3912	CUST-03912	Nashville	TN	Referral	High Risk	90	1	Standard Intervention	272	1	292.36	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4911	CUST-04911	Los Angeles	CA	Organic Search	High Risk	90	1	Standard Intervention	586	1	292.25	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1096	CUST-01096	San Jose	CA	Social Media	High Risk	90	1	Standard Intervention	625	1	292.24	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1878	CUST-01878	Seattle	WA	Email	High Risk	90	1	Standard Intervention	649	1	291.21	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1985	CUST-01985	Portland	OR	Paid Search	High Risk	90	1	Standard Intervention	692	1	290.79	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2708	CUST-02708	Columbus	OH	Social Media	High Risk	90	1	Standard Intervention	697	1	290.79	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3951	CUST-03951	Nashville	TN	Paid Search	High Risk	90	1	Standard Intervention	655	1	290.50	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1620	CUST-01620	San Antonio	TX	Referral	High Risk	90	1	Standard Intervention	681	1	289.54	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1555	CUST-01555	Jacksonville	FL	Email	High Risk	90	1	Standard Intervention	666	1	288.94	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
691	CUST-00691	Philadelphia	PA	Paid Search	High Risk	90	1	Standard Intervention	612	1	287.38	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7211	CUST-07211	Houston	TX	Paid Search	High Risk	90	1	Standard Intervention	565	1	286.97	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
704	CUST-00704	Nashville	TN	Email	High Risk	90	1	Standard Intervention	715	1	286.68	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4060	CUST-04060	San Jose	CA	Referral	High Risk	90	1	Standard Intervention	550	1	286.34	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
666	CUST-00666	Washington	DC	Organic Search	High Risk	90	1	Standard Intervention	655	1	284.48	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4164	CUST-04164	Phoenix	AZ	Social Media	High Risk	90	1	Standard Intervention	349	1	282.06	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5784	CUST-05784	Los Angeles	CA	Paid Search	High Risk	90	1	Standard Intervention	242	1	278.47	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3349	CUST-03349	Jacksonville	FL	Organic Search	High Risk	90	1	Standard Intervention	678	1	277.04	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2703	CUST-02703	New York	NY	Direct	High Risk	90	1	Standard Intervention	665	1	276.14	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1637	CUST-01637	Los Angeles	CA	Social Media	High Risk	90	1	Standard Intervention	569	1	274.06	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2219	CUST-02219	Phoenix	AZ	Organic Search	High Risk	90	1	Standard Intervention	637	1	272.08	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6568	CUST-06568	Los Angeles	CA	Email	High Risk	90	1	Standard Intervention	649	1	266.88	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1094	CUST-01094	San Antonio	TX	Social Media	High Risk	90	1	Standard Intervention	705	1	264.62	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7448	CUST-07448	Chicago	IL	Email	High Risk	90	1	Standard Intervention	618	1	263.53	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1890	CUST-01890	Houston	TX	Social Media	High Risk	90	1	Standard Intervention	666	1	260.51	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6128	CUST-06128	Chicago	IL	Email	High Risk	90	1	Standard Intervention	590	1	260.43	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4050	CUST-04050	San Diego	CA	Email	High Risk	90	1	Standard Intervention	551	1	260.10	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
825	CUST-00825	Chicago	IL	Paid Search	High Risk	90	1	Standard Intervention	583	1	258.45	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3993	CUST-03993	Chicago	IL	Paid Search	High Risk	90	1	Standard Intervention	585	1	256.03	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2245	CUST-02245	Dallas	TX	Email	High Risk	90	1	Standard Intervention	316	1	255.75	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6361	CUST-06361	Nashville	TN	Referral	High Risk	90	1	Standard Intervention	617	1	253.08	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
96	CUST-00096	Chicago	IL	Organic Search	High Risk	90	1	Standard Intervention	512	1	252.08	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5956	CUST-05956	New York	NY	Email	High Risk	90	1	Standard Intervention	653	1	251.86	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3719	CUST-03719	Houston	TX	Referral	High Risk	90	1	Standard Intervention	285	1	251.79	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4002	CUST-04002	Chicago	IL	Email	High Risk	90	1	Standard Intervention	559	1	251.35	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
