customer_id	first_eligible_order_date	last_eligible_order_date	recency_days	eligible_order_count	monetary_value	active_months_last_12	orders_last_180_days	average_interorder_gap_days	cadence_ratio	cadence_ratio_display	value_quintile	recency_points	frequency_points	cadence_points	recent_activity_points	behavioral_risk_score	risk_band	inactive_90_plus_flag	inactive_180_plus_flag	overdue_cadence_flag	churn_candidate_flag	churn_candidate_type	intervention_priority	risk_reason	eligibility_rule_applied	score_classification
7039	2024-11-27	2025-09-06	116	7	13702.74	4	1	47.17	2.4594	2.46	5	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
39	2024-04-06	2025-07-23	161	8	13556.96	2	1	67.57	2.3827	2.38	5	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7920	2024-03-14	2025-07-14	170	12	13373.72	2	1	44.27	3.8398	3.84	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1909	2024-05-22	2025-07-22	162	11	12974.53	3	1	42.60	3.8028	3.80	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5250	2024-04-03	2025-07-16	168	7	12941.30	3	1	78.17	2.1493	2.15	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4294	2024-04-20	2025-07-28	156	7	12574.61	3	1	77.33	2.0172	2.02	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3188	2024-11-03	2025-08-22	131	8	12368.75	4	1	41.71	3.1404	3.14	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5928	2024-12-25	2025-08-25	128	7	12192.33	4	1	40.50	3.1605	3.16	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6602	2024-07-23	2025-07-22	162	7	11649.41	3	1	60.67	2.6703	2.67	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4086	2025-01-22	2025-07-10	174	7	11536.40	5	1	28.17	6.1775	6.18	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2498	2024-01-23	2025-07-11	173	8	11366.83	3	1	76.43	2.2636	2.26	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3937	2024-12-01	2025-09-17	105	8	11350.69	4	1	41.43	2.5345	2.53	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7763	2024-12-31	2025-08-21	132	7	11012.94	5	1	38.83	3.3991	3.40	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7645	2024-02-15	2025-07-05	179	12	10875.69	3	1	46.00	3.8913	3.89	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4130	2025-04-24	2025-08-10	143	6	10661.29	4	1	21.60	6.6204	6.62	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3517	2024-04-12	2025-07-23	161	8	10380.05	3	1	66.71	2.4133	2.41	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5911	2024-11-09	2025-08-18	135	6	10268.87	3	1	56.40	2.3936	2.39	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
978	2024-11-21	2025-07-28	156	7	10253.64	4	1	41.50	3.7590	3.76	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7417	2024-11-10	2025-08-07	146	6	10197.84	4	1	54.00	2.7037	2.70	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5807	2024-08-20	2025-07-12	172	7	10032.62	3	1	54.33	3.1656	3.17	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2207	2024-05-16	2025-07-17	167	7	9882.21	3	1	71.17	2.3466	2.35	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5717	2024-01-03	2025-07-31	153	12	9703.81	4	1	52.27	2.9270	2.93	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5727	2024-11-13	2025-08-26	127	7	9267.21	3	1	47.67	2.6643	2.66	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6256	2024-09-25	2025-09-05	117	7	9259.10	4	1	57.50	2.0348	2.03	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1123	2024-06-13	2025-07-18	166	7	8726.61	2	1	66.67	2.4900	2.49	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7222	2024-10-18	2025-07-13	171	7	8653.81	2	1	44.67	3.8284	3.83	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3059	2024-10-03	2025-07-17	167	8	8461.36	3	1	41.00	4.0732	4.07	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6018	2024-11-21	2025-09-07	115	8	8403.98	4	1	41.43	2.7759	2.78	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5661	2024-07-16	2025-08-06	147	7	8047.31	3	1	64.33	2.2850	2.28	4	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7341	2024-07-15	2025-07-08	176	6	7873.63	3	1	71.60	2.4581	2.46	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3014	2024-04-30	2025-07-25	159	8	7767.72	5	1	64.43	2.4678	2.47	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5788	2024-04-05	2025-07-30	154	8	7623.99	3	1	68.71	2.2412	2.24	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
813	2025-03-15	2025-08-27	126	6	7613.64	4	1	33.00	3.8182	3.82	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4497	2024-10-12	2025-08-10	143	13	7152.44	6	1	25.17	5.6821	5.68	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5211	2024-08-05	2025-08-21	132	8	7081.43	3	1	54.43	2.4252	2.43	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4404	2024-07-27	2025-08-20	133	7	7070.08	3	1	64.83	2.0514	2.05	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3777	2024-03-26	2025-07-23	161	8	7059.08	3	1	69.14	2.3285	2.33	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1501	2024-08-08	2025-07-26	158	8	6551.35	3	1	50.29	3.1420	3.14	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6756	2024-05-07	2025-07-08	176	7	6509.17	4	1	71.17	2.4731	2.47	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
342	2024-08-20	2025-07-22	162	6	6416.20	3	1	67.20	2.4107	2.41	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6252	2024-07-06	2025-07-17	167	7	6315.76	2	1	62.67	2.6649	2.66	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3333	2024-08-16	2025-08-27	126	7	6223.53	3	1	62.67	2.0106	2.01	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1906	2024-12-09	2025-08-02	151	7	5065.85	6	1	39.33	3.8390	3.84	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2931	2024-10-26	2025-09-17	105	8	5015.13	4	1	46.57	2.2546	2.25	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
772	2024-03-07	2025-07-27	157	8	4922.93	4	1	72.43	2.1677	2.17	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3561	2024-08-03	2025-08-16	137	7	4590.45	2	1	63.00	2.1746	2.17	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5257	2024-03-24	2025-07-23	161	8	4429.28	4	1	69.43	2.3189	2.32	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3560	2024-10-21	2025-08-17	136	6	3962.14	4	1	60.00	2.2667	2.27	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6589	2025-01-18	2025-09-26	96	7	3148.51	6	1	41.83	2.2948	2.29	3	30	0	25	6	61	Medium Risk	1	0	1	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Overdue versus historical purchase cadence	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5255	2024-08-21	2025-08-10	143	5	19576.91	3	1	88.50	1.6158	1.62	5	30	8	16	6	60	Medium Risk	1	0	0	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Purchase cadence deterioration	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4586	2025-03-03	2025-07-28	156	2	12044.30	2	1	147.00	1.0612	1.06	4	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2124	2024-11-02	2025-08-12	141	5	9315.15	4	1	70.75	1.9929	1.99	4	30	8	16	6	60	Medium Risk	1	0	0	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Purchase cadence deterioration	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1098	2024-07-03	2025-07-21	163	5	8815.30	2	1	95.75	1.7023	1.70	4	30	8	16	6	60	Medium Risk	1	0	0	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Purchase cadence deterioration; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
285	2025-05-07	2025-08-11	142	2	8058.51	2	1	96.00	1.4792	1.48	4	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	High Value Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3260	2025-02-15	2025-07-21	163	2	7347.88	2	1	156.00	1.0449	1.04	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5366	2025-05-20	2025-09-03	119	2	6766.91	2	1	106.00	1.1226	1.12	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3514	2025-03-31	2025-07-25	159	2	6182.41	2	1	116.00	1.3707	1.37	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5355	2025-03-20	2025-08-07	146	2	6119.73	2	1	140.00	1.0429	1.04	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
974	2025-04-12	2025-08-18	135	2	5629.86	2	1	128.00	1.0547	1.05	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
503	2025-02-13	2025-07-05	179	2	5585.48	2	1	142.00	1.2606	1.26	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5519	2025-04-18	2025-07-30	154	2	5487.07	2	1	103.00	1.4951	1.50	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1201	2025-04-12	2025-08-17	136	2	5446.24	2	1	127.00	1.0709	1.07	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
91	2025-05-19	2025-08-31	122	2	5107.74	2	1	104.00	1.1731	1.17	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1231	2025-04-10	2025-08-16	137	2	4977.16	2	1	128.00	1.0703	1.07	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2357	2025-02-23	2025-07-05	179	2	4947.94	2	1	132.00	1.3561	1.36	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5961	2025-02-13	2025-07-30	154	3	4436.14	3	1	83.50	1.8443	1.84	3	30	8	16	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Purchase cadence deterioration	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2927	2025-04-20	2025-08-16	137	2	3987.71	2	1	118.00	1.1610	1.16	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
677	2025-04-02	2025-08-06	147	2	3868.68	2	1	126.00	1.1667	1.17	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4075	2025-02-28	2025-07-07	177	2	3717.55	2	1	129.00	1.3721	1.37	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6467	2025-05-21	2025-09-05	117	2	3485.74	2	1	107.00	1.0935	1.09	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3859	2025-05-24	2025-09-11	111	2	3335.13	2	1	110.00	1.0091	1.01	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2579	2025-05-23	2025-09-10	112	2	3275.77	2	1	110.00	1.0182	1.02	3	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
209	2025-05-09	2025-08-27	126	2	2936.82	2	1	110.00	1.1455	1.15	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
754	2025-03-25	2025-08-12	141	2	2872.51	2	1	140.00	1.0071	1.01	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3116	2025-03-29	2025-07-18	166	2	2855.25	2	1	111.00	1.4955	1.50	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2952	2025-04-04	2025-08-01	152	2	2801.27	2	1	119.00	1.2773	1.28	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
28	2025-05-17	2025-08-22	131	2	2768.74	2	1	97.00	1.3505	1.35	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6986	2025-04-23	2025-08-07	146	2	2673.53	2	1	106.00	1.3774	1.38	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
500	2025-05-23	2025-08-30	123	2	2541.94	2	1	99.00	1.2424	1.24	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2684	2025-04-12	2025-08-06	147	2	2528.86	2	1	116.00	1.2672	1.27	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5847	2025-05-13	2025-08-29	124	2	2453.66	2	1	108.00	1.1481	1.15	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
492	2025-05-22	2025-08-30	123	2	2453.58	2	1	100.00	1.2300	1.23	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2038	2025-03-21	2025-08-07	146	2	2392.45	2	1	139.00	1.0504	1.05	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5328	2025-04-16	2025-08-14	139	2	2327.54	2	1	120.00	1.1583	1.16	2	30	16	8	6	60	Medium Risk	1	0	0	0	Not a churn candidate	Standard Intervention	No eligible purchase in more than 90 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
