order_id,order_number,customer_id,order_date,order_status,payment_method,sales_channel,shipping_city,shipping_state,discount_amount,shipping_amount
24737,ORD-024737,5578,23-08-2025,Completed,Credit Card,Mobile App,Austin,TX,19.1,4.99
24738,ORD-024738,5687,23-08-2025,Completed,Credit Card,Web,Columbus,OH,74.16,0
24739,ORD-024739,5786,23-08-2025,Completed,Digital Wallet,Mobile App,Washington,DC,101.83,0
24740,ORD-024740,5955,23-08-2025,Completed,Debit Card,Web,New York,NY,122.16,19.99
24741,ORD-024741,6265,23-08-2025,Completed,Credit Card,Web,Phoenix,AZ,21.9,4.99
24742,ORD-024742,6366,23-08-2025,Completed,Debit Card,Web,Seattle,WA,16.18,0
24743,ORD-024743,6435,23-08-2025,Completed,Debit Card,Retail Store,Philadelphia,PA,61.11,0
24744,ORD-024744,6597,23-08-2025,Completed,Credit Card,Web,Los Angeles,CA,0,4.99
24745,ORD-024745,6826,23-08-2025,Completed,Digital Wallet,Mobile App,Washington,DC,0,4.99
24746,ORD-024746,6935,23-08-2025,Completed,Credit Card,Marketplace,Austin,TX,6.58,19.99
24747,ORD-024747,6982,23-08-2025,Completed,Credit Card,Retail Store,Nashville,TN,0,0
24748,ORD-024748,6992,23-08-2025,Completed,Debit Card,Web,Phoenix,AZ,43.19,0
24749,ORD-024749,7238,23-08-2025,Completed,Credit Card,Mobile App,San Diego,CA,15.76,29.99
24750,ORD-024750,7260,23-08-2025,Completed,Debit Card,Marketplace,San Jose,CA,65.74,4.99
24751,ORD-024751,7377,23-08-2025,Completed,Digital Wallet,Web,Dallas,TX,1.22,12.99
24752,ORD-024752,7796,23-08-2025,Pending,Credit Card,Web,Austin,TX,202.94,29.99
24753,ORD-024753,40,24-08-2025,Completed,Digital Wallet,Mobile App,Portland,OR,13.64,29.99
24754,ORD-024754,127,24-08-2025,Completed,Credit Card,Retail Store,Charlotte,NC,132.56,0
24755,ORD-024755,618,24-08-2025,Completed,Debit Card,Mobile App,Portland,OR,39.26,29.99
24756,ORD-024756,953,24-08-2025,Completed,Credit Card,Web,Philadelphia,PA,83.56,19.99
24757,ORD-024757,1065,24-08-2025,Completed,Credit Card,Web,Houston,TX,23.58,12.99
24758,ORD-024758,1085,24-08-2025,Completed,Digital Wallet,Web,Atlanta,GA,17.78,19.99
24759,ORD-024759,1236,24-08-2025,Completed,Credit Card,Web,Seattle,WA,197.39,4.99
24760,ORD-024760,1256,24-08-2025,Completed,Credit Card,Retail Store,Nashville,TN,11.79,0
24761,ORD-024761,1269,24-08-2025,Completed,Debit Card,Marketplace,Jacksonville,FL,0,19.99
24762,ORD-024762,1360,24-08-2025,Completed,Credit Card,Retail Store,Columbus,OH,141.99,0
24763,ORD-024763,1412,24-08-2025,Completed,Debit Card,Web,Chicago,IL,54.23,19.99
24764,ORD-024764,1556,24-08-2025,Completed,Credit Card,Web,Austin,TX,146.74,0
24765,ORD-024765,1866,24-08-2025,Completed,Credit Card,Web,Seattle,WA,33.87,29.99
24766,ORD-024766,1894,24-08-2025,Completed,Digital Wallet,Mobile App,Jacksonville,FL,40.96,0
24767,ORD-024767,2033,24-08-2025,Cancelled,Debit Card,Mobile App,Phoenix,AZ,0,0
24768,ORD-024768,2144,24-08-2025,Completed,Digital Wallet,Mobile App,Philadelphia,PA,46.45,29.99
24769,ORD-024769,2187,24-08-2025,Completed,Debit Card,Web,Las Vegas,NV,25.01,0
24770,ORD-024770,2715,24-08-2025,Completed,Credit Card,Retail Store,Houston,TX,0,0
24771,ORD-024771,2752,24-08-2025,Completed,Bank Transfer,Mobile App,Philadelphia,PA,160.49,12.99
24772,ORD-024772,2759,24-08-2025,Completed,Digital Wallet,Marketplace,Jacksonville,FL,0,0
24773,ORD-024773,2788,24-08-2025,Completed,Credit Card,Retail Store,Atlanta,GA,517.54,0
24774,ORD-024774,2847,24-08-2025,Completed,Debit Card,Mobile App,Los Angeles,CA,106.68,4.99
24775,ORD-024775,2870,24-08-2025,Completed,Credit Card,Mobile App,Jacksonville,FL,245.86,7.99
24776,ORD-024776,2984,24-08-2025,Completed,Credit Card,Web,Austin,TX,42.18,0
24777,ORD-024777,3217,24-08-2025,Completed,Digital Wallet,Web,Fort Worth,TX,7.36,7.99
24778,ORD-024778,3264,24-08-2025,Completed,Credit Card,Web,Los Angeles,CA,40.56,0
24779,ORD-024779,3363,24-08-2025,Completed,Credit Card,Marketplace,San Antonio,TX,254.81,0
24780,ORD-024780,3398,24-08-2025,Completed,Credit Card,Retail Store,San Jose,CA,85.21,0
24781,ORD-024781,3402,24-08-2025,Completed,Credit Card,Web,San Jose,CA,307.51,0
24782,ORD-024782,3511,24-08-2025,Returned,Credit Card,Retail Store,Columbus,OH,0,0
24783,ORD-024783,3665,24-08-2025,Completed,Digital Wallet,Web,Nashville,TN,530.11,12.99
24784,ORD-024784,3697,24-08-2025,Pending,Credit Card,Web,Charlotte,NC,22.65,7.99
24785,ORD-024785,3722,24-08-2025,Cancelled,Digital Wallet,Web,Atlanta,GA,58.75,7.99
24786,ORD-024786,4000,24-08-2025,Completed,Credit Card,Mobile App,Fort Worth,TX,87.55,29.99
24787,ORD-024787,4123,24-08-2025,Completed,Debit Card,Mobile App,Chicago,IL,0,19.99
24788,ORD-024788,4175,24-08-2025,Completed,Credit Card,Web,Washington,DC,99.12,29.99
24789,ORD-024789,4199,24-08-2025,Completed,Debit Card,Web,Philadelphia,PA,0,0
24790,ORD-024790,4244,24-08-2025,Completed,Digital Wallet,Web,New York,NY,0,0
24791,ORD-024791,4555,24-08-2025,Completed,Credit Card,Mobile App,Washington,DC,131,29.99
24792,ORD-024792,4582,24-08-2025,Completed,Credit Card,Mobile App,Phoenix,AZ,21.7,29.99
24793,ORD-024793,4684,24-08-2025,Completed,Credit Card,Web,Boston,MA,35.79,7.99
24794,ORD-024794,4694,24-08-2025,Completed,Credit Card,Marketplace,Portland,OR,139.95,12.99
24795,ORD-024795,4827,24-08-2025,Completed,Credit Card,Mobile App,Fort Worth,TX,213.76,29.99
24796,ORD-024796,4871,24-08-2025,Completed,Credit Card,Mobile App,Seattle,WA,7.16,7.99
24797,ORD-024797,4921,24-08-2025,Completed,Credit Card,Mobile App,Denver,CO,51.83,0
24798,ORD-024798,4929,24-08-2025,Completed,Digital Wallet,Marketplace,New York,NY,95.68,19.99
24799,ORD-024799,5258,24-08-2025,Returned,Credit Card,Web,Dallas,TX,0,4.99
24800,ORD-024800,5396,24-08-2025,Completed,Credit Card,Mobile App,Phoenix,AZ,84.74,19.99
24801,ORD-024801,5492,24-08-2025,Completed,Debit Card,Marketplace,San Diego,CA,70.34,12.99
24802,ORD-024802,5499,24-08-2025,Completed,Credit Card,Web,Charlotte,NC,0,19.99
24803,ORD-024803,5527,24-08-2025,Completed,Debit Card,Marketplace,Washington,DC,60.45,19.99
24804,ORD-024804,5760,24-08-2025,Completed,Credit Card,Web,Houston,TX,0,4.99
24805,ORD-024805,5770,24-08-2025,Completed,Digital Wallet,Retail Store,Miami,FL,14.72,0
24806,ORD-024806,5785,24-08-2025,Completed,Digital Wallet,Web,Houston,TX,203.92,7.99
24807,ORD-024807,5850,24-08-2025,Completed,Digital Wallet,Mobile App,Houston,TX,123.8,12.99
24808,ORD-024808,5878,24-08-2025,Completed,Credit Card,Mobile App,Fort Worth,TX,35.93,29.99
24809,ORD-024809,6009,24-08-2025,Completed,Digital Wallet,Web,New York,NY,65.37,0
24810,ORD-024810,6043,24-08-2025,Completed,Credit Card,Mobile App,San Diego,CA,131.33,0
24811,ORD-024811,6211,24-08-2025,Completed,Digital Wallet,Web,Los Angeles,CA,0,0
24812,ORD-024812,6523,24-08-2025,Completed,Credit Card,Mobile App,Nashville,TN,18.84,12.99
24813,ORD-024813,6545,24-08-2025,Completed,Credit Card,Web,Atlanta,GA,237.15,12.99
24814,ORD-024814,6619,24-08-2025,Completed,Debit Card,Web,Houston,TX,280.82,0
24815,ORD-024815,6748,24-08-2025,Cancelled,Credit Card,Web,Dallas,TX,297.58,29.99
24816,ORD-024816,6767,24-08-2025,Completed,Digital Wallet,Mobile App,Washington,DC,51.13,4.99
24817,ORD-024817,6824,24-08-2025,Completed,Credit Card,Retail Store,Chicago,IL,136.24,0
24818,ORD-024818,7048,24-08-2025,Completed,Debit Card,Retail Store,San Diego,CA,0,0
24819,ORD-024819,7117,24-08-2025,Completed,Bank Transfer,Marketplace,New York,NY,16.45,4.99
24820,ORD-024820,7212,24-08-2025,Completed,Debit Card,Web,Washington,DC,0,12.99
24821,ORD-024821,7224,24-08-2025,Completed,Credit Card,Web,New York,NY,57.98,0
24822,ORD-024822,7271,24-08-2025,Completed,Credit Card,Marketplace,Atlanta,GA,0,29.99
24823,ORD-024823,7273,24-08-2025,Completed,Digital Wallet,Web,Boston,MA,9.32,0
24824,ORD-024824,7334,24-08-2025,Pending,Credit Card,Web,Los Angeles,CA,15.53,0
24825,ORD-024825,7622,24-08-2025,Completed,Credit Card,Web,Dallas,TX,0,12.99
24826,ORD-024826,7746,24-08-2025,Completed,Digital Wallet,Web,Houston,TX,119.02,29.99
24827,ORD-024827,7824,24-08-2025,Completed,Credit Card,Web,Austin,TX,54.2,0
24828,ORD-024828,9,25-08-2025,Completed,Credit Card,Web,Philadelphia,PA,0,29.99
24829,ORD-024829,55,25-08-2025,Completed,Debit Card,Mobile App,Houston,TX,37.3,0
24830,ORD-024830,239,25-08-2025,Completed,Debit Card,Marketplace,Dallas,TX,85.21,0
24831,ORD-024831,305,25-08-2025,Completed,Credit Card,Web,Las Vegas,NV,24.42,0
24832,ORD-024832,435,25-08-2025,Completed,Debit Card,Web,Dallas,TX,117.67,0
24833,ORD-024833,496,25-08-2025,Completed,Digital Wallet,Retail Store,Chicago,IL,219.44,0
24834,ORD-024834,636,25-08-2025,Completed,Credit Card,Web,San Antonio,TX,102.34,7.99
24835,ORD-024835,654,25-08-2025,Completed,Debit Card,Web,Los Angeles,CA,52.02,12.99
24836,ORD-024836,735,25-08-2025,Completed,Credit Card,Marketplace,Chicago,IL,24.47,29.99
24837,ORD-024837,1018,25-08-2025,Completed,Digital Wallet,Marketplace,Los Angeles,CA,67.3,4.99
24838,ORD-024838,1054,25-08-2025,Completed,Credit Card,Web,Los Angeles,CA,0,4.99
24839,ORD-024839,1100,25-08-2025,Completed,Debit Card,Web,Los Angeles,CA,27.88,7.99
24840,ORD-024840,1173,25-08-2025,Completed,Digital Wallet,Mobile App,Los Angeles,CA,253.64,0
24841,ORD-024841,1219,25-08-2025,Cancelled,Debit Card,Web,San Diego,CA,130.61,0
24842,ORD-024842,1362,25-08-2025,Completed,Debit Card,Marketplace,Los Angeles,CA,113.26,12.99
24843,ORD-024843,1393,25-08-2025,Completed,Credit Card,Web,Los Angeles,CA,4.46,4.99
24844,ORD-024844,1575,25-08-2025,Cancelled,Credit Card,Web,Columbus,OH,28.46,19.99
24845,ORD-024845,1683,25-08-2025,Completed,Credit Card,Mobile App,Los Angeles,CA,123.3,12.99
24846,ORD-024846,1718,25-08-2025,Completed,Digital Wallet,Mobile App,Seattle,WA,65.2,7.99
24847,ORD-024847,1725,25-08-2025,Completed,Debit Card,Mobile App,Los Angeles,CA,13.58,19.99
24848,ORD-024848,1845,25-08-2025,Completed,Digital Wallet,Marketplace,Austin,TX,224.7,0
24849,ORD-024849,1893,25-08-2025,Completed,Debit Card,Marketplace,Columbus,OH,511.45,0
24850,ORD-024850,1952,25-08-2025,Completed,Debit Card,Retail Store,Las Vegas,NV,0,0
24851,ORD-024851,2172,25-08-2025,Completed,Debit Card,Marketplace,Denver,CO,200.56,7.99
24852,ORD-024852,2551,25-08-2025,Completed,Credit Card,Marketplace,Houston,TX,47.07,7.99
24853,ORD-024853,2573,25-08-2025,Completed,Debit Card,Mobile App,New York,NY,34.49,12.99
24854,ORD-024854,2600,25-08-2025,Completed,Digital Wallet,Web,Los Angeles,CA,0,29.99
24855,ORD-024855,2671,25-08-2025,Completed,Digital Wallet,Mobile App,Boston,MA,91.23,29.99
24856,ORD-024856,2735,25-08-2025,Completed,Credit Card,Mobile App,Austin,TX,49.77,7.99
24857,ORD-024857,2772,25-08-2025,Completed,Debit Card,Web,Dallas,TX,2.8,12.99
24858,ORD-024858,2788,25-08-2025,Completed,Debit Card,Web,Washington,DC,0,12.99
24859,ORD-024859,2828,25-08-2025,Completed,Digital Wallet,Web,Chicago,IL,0,19.99
24860,ORD-024860,2882,25-08-2025,Completed,Credit Card,Mobile App,Seattle,WA,0,29.99
24861,ORD-024861,3095,25-08-2025,Returned,Credit Card,Web,Los Angeles,CA,4.72,7.99
24862,ORD-024862,3118,25-08-2025,Completed,Credit Card,Web,Houston,TX,0,29.99
24863,ORD-024863,3154,25-08-2025,Completed,Debit Card,Mobile App,Los Angeles,CA,188.47,7.99
24864,ORD-024864,3218,25-08-2025,Completed,Debit Card,Web,San Antonio,TX,72.47,7.99
24865,ORD-024865,3251,25-08-2025,Completed,Digital Wallet,Web,Los Angeles,CA,297.11,19.99
24866,ORD-024866,3312,25-08-2025,Completed,Credit Card,Marketplace,Jacksonville,FL,47.75,7.99
24867,ORD-024867,3324,25-08-2025,Completed,Credit Card,Mobile App,Houston,TX,103.48,0
24868,ORD-024868,3657,25-08-2025,Completed,Credit Card,Web,Charlotte,NC,5.7,4.99
24869,ORD-024869,3697,25-08-2025,Completed,Credit Card,Web,Charlotte,NC,44.98,0
24870,ORD-024870,3735,25-08-2025,Completed,Credit Card,Mobile App,Philadelphia,PA,216.9,0
24871,ORD-024871,3941,25-08-2025,Cancelled,Digital Wallet,Retail Store,Houston,TX,0,0
24872,ORD-024872,4006,25-08-2025,Completed,Digital Wallet,Mobile App,San Antonio,TX,81.41,12.99
24873,ORD-024873,4007,25-08-2025,Completed,Debit Card,Web,Seattle,WA,88.33,19.99
24874,ORD-024874,4091,25-08-2025,Completed,Credit Card,Retail Store,Columbus,OH,11.51,0
24875,ORD-024875,4222,25-08-2025,Completed,Credit Card,Web,Fort Worth,TX,11.36,12.99
24876,ORD-024876,4236,25-08-2025,Completed,Credit Card,Web,New York,NY,13.58,29.99
24877,ORD-024877,4256,25-08-2025,Completed,Credit Card,Mobile App,Miami,FL,0,7.99
24878,ORD-024878,4582,25-08-2025,Returned,Digital Wallet,Marketplace,Phoenix,AZ,111.99,12.99
24879,ORD-024879,4596,25-08-2025,Completed,Credit Card,Web,Charlotte,NC,25.1,4.99
24880,ORD-024880,4605,25-08-2025,Completed,Credit Card,Web,New York,NY,0,7.99
24881,ORD-024881,4625,25-08-2025,Completed,Debit Card,Retail Store,Chicago,IL,0,0
24882,ORD-024882,4629,25-08-2025,Completed,Digital Wallet,Web,Dallas,TX,16.28,12.99
24883,ORD-024883,4653,25-08-2025,Completed,Debit Card,Web,Phoenix,AZ,57.55,12.99
24884,ORD-024884,4662,25-08-2025,Completed,Credit Card,Web,Phoenix,AZ,0,0
24885,ORD-024885,4829,25-08-2025,Completed,Debit Card,Web,Chicago,IL,62.52,0
24886,ORD-024886,4861,25-08-2025,Completed,Credit Card,Web,Charlotte,NC,67.46,29.99
24887,ORD-024887,4971,25-08-2025,Completed,Credit Card,Mobile App,Chicago,IL,36.25,7.99
24888,ORD-024888,5078,25-08-2025,Cancelled,Debit Card,Mobile App,Phoenix,AZ,255.82,0
24889,ORD-024889,5090,25-08-2025,Completed,Credit Card,Web,Charlotte,NC,114.71,19.99
24890,ORD-024890,5122,25-08-2025,Completed,Credit Card,Mobile App,San Diego,CA,78.8,0
24891,ORD-024891,5131,25-08-2025,Returned,Debit Card,Mobile App,Chicago,IL,0,0
24892,ORD-024892,5154,25-08-2025,Completed,Credit Card,Web,Philadelphia,PA,26.01,0
24893,ORD-024893,5334,25-08-2025,Completed,Debit Card,Web,Austin,TX,113.33,29.99
24894,ORD-024894,5393,25-08-2025,Completed,Debit Card,Mobile App,Charlotte,NC,55.76,7.99
24895,ORD-024895,5410,25-08-2025,Completed,Credit Card,Web,Jacksonville,FL,20.12,7.99
24896,ORD-024896,5487,25-08-2025,Completed,Debit Card,Retail Store,New York,NY,15.89,0
24897,ORD-024897,5834,25-08-2025,Cancelled,Credit Card,Mobile App,San Diego,CA,253.35,19.99
24898,ORD-024898,5882,25-08-2025,Completed,Debit Card,Mobile App,Columbus,OH,40.13,0
24899,ORD-024899,5928,25-08-2025,Completed,Debit Card,Mobile App,Phoenix,AZ,309.95,0
24900,ORD-024900,6009,25-08-2025,Completed,Digital Wallet,Mobile App,New York,NY,150.78,7.99
24901,ORD-024901,6116,25-08-2025,Completed,Bank Transfer,Retail Store,Los Angeles,CA,98,0
24902,ORD-024902,6232,25-08-2025,Completed,Bank Transfer,Web,Boston,MA,215.93,0
24903,ORD-024903,6237,25-08-2025,Completed,Credit Card,Web,Houston,TX,79.51,29.99
24904,ORD-024904,6247,25-08-2025,Completed,Credit Card,Web,Jacksonville,FL,21.46,29.99
24905,ORD-024905,6475,25-08-2025,Completed,Debit Card,Web,Columbus,OH,40.41,7.99
24906,ORD-024906,6512,25-08-2025,Completed,Debit Card,Web,Jacksonville,FL,11.9,19.99
24907,ORD-024907,6657,25-08-2025,Completed,Digital Wallet,Retail Store,Miami,FL,43.45,0
24908,ORD-024908,6798,25-08-2025,Completed,Credit Card,Web,Seattle,WA,17.13,12.99
24909,ORD-024909,6926,25-08-2025,Completed,Bank Transfer,Marketplace,Seattle,WA,14.15,29.99
24910,ORD-024910,7014,25-08-2025,Completed,Digital Wallet,Mobile App,Austin,TX,0,12.99
24911,ORD-024911,7330,25-08-2025,Completed,Credit Card,Mobile App,New York,NY,40.86,4.99
24912,ORD-024912,7361,25-08-2025,Completed,Debit Card,Marketplace,Houston,TX,14.39,7.99
24913,ORD-024913,7370,25-08-2025,Completed,Digital Wallet,Mobile App,Houston,TX,42.18,0
24914,ORD-024914,7526,25-08-2025,Completed,Debit Card,Marketplace,New York,NY,0,0
24915,ORD-024915,7583,25-08-2025,Completed,Debit Card,Web,Houston,TX,32.17,7.99
24916,ORD-024916,7693,25-08-2025,Completed,Digital Wallet,Marketplace,Denver,CO,2.85,0
24917,ORD-024917,7809,25-08-2025,Completed,Debit Card,Web,Denver,CO,27.78,29.99
24918,ORD-024918,7828,25-08-2025,Completed,Debit Card,Web,Phoenix,AZ,147.68,0
24919,ORD-024919,298,26-08-2025,Completed,Credit Card,Web,Boston,MA,0.9,4.99
24920,ORD-024920,491,26-08-2025,Completed,Digital Wallet,Web,Nashville,TN,237.12,0
24921,ORD-024921,693,26-08-2025,Pending,Digital Wallet,Retail Store,Houston,TX,20.66,0
24922,ORD-024922,759,26-08-2025,Completed,Credit Card,Marketplace,Houston,TX,0,0
24923,ORD-024923,787,26-08-2025,Completed,Credit Card,Web,Philadelphia,PA,2.51,0
24924,ORD-024924,816,26-08-2025,Cancelled,Digital Wallet,Web,Chicago,IL,27.41,0
24925,ORD-024925,826,26-08-2025,Completed,Debit Card,Web,Fort Worth,TX,34.75,0
24926,ORD-024926,844,26-08-2025,Completed,Credit Card,Mobile App,San Antonio,TX,125.83,7.99
24927,ORD-024927,863,26-08-2025,Completed,Credit Card,Mobile App,Philadelphia,PA,129.02,4.99
24928,ORD-024928,892,26-08-2025,Completed,Credit Card,Web,San Antonio,TX,625.32,19.99
24929,ORD-024929,900,26-08-2025,Cancelled,Debit Card,Mobile App,Charlotte,NC,111.14,0
24930,ORD-024930,908,26-08-2025,Completed,Debit Card,Marketplace,Houston,TX,29.79,0
24931,ORD-024931,940,26-08-2025,Completed,Digital Wallet,Web,Atlanta,GA,26.93,0
24932,ORD-024932,1058,26-08-2025,Completed,Credit Card,Mobile App,Austin,TX,63.79,4.99
24933,ORD-024933,1126,26-08-2025,Completed,Credit Card,Mobile App,Austin,TX,64.97,4.99
24934,ORD-024934,1184,26-08-2025,Completed,Debit Card,Web,Jacksonville,FL,33.94,0
24935,ORD-024935,1236,26-08-2025,Completed,Credit Card,Mobile App,Seattle,WA,551.47,7.99
24936,ORD-024936,1288,26-08-2025,Completed,Debit Card,Web,San Jose,CA,46.2,0
24937,ORD-024937,1341,26-08-2025,Completed,Debit Card,Retail Store,Houston,TX,66.26,0
24938,ORD-024938,1362,26-08-2025,Completed,Digital Wallet,Web,Austin,TX,424.25,0
24939,ORD-024939,1554,26-08-2025,Completed,Debit Card,Mobile App,Los Angeles,CA,57.4,0
24940,ORD-024940,1642,26-08-2025,Completed,Credit Card,Mobile App,Columbus,OH,9.25,0
24941,ORD-024941,1772,26-08-2025,Completed,Debit Card,Web,Fort Worth,TX,78.04,19.99
24942,ORD-024942,1788,26-08-2025,Completed,Credit Card,Mobile App,Dallas,TX,56.68,7.99
24943,ORD-024943,1814,26-08-2025,Completed,Debit Card,Mobile App,Nashville,TN,99.92,4.99
24944,ORD-024944,2257,26-08-2025,Completed,Credit Card,Mobile App,New York,NY,0,0
24945,ORD-024945,2399,26-08-2025,Completed,Bank Transfer,Marketplace,Dallas,TX,129.94,4.99
24946,ORD-024946,2409,26-08-2025,Completed,Digital Wallet,Marketplace,Houston,TX,38.93,12.99
24947,ORD-024947,2419,26-08-2025,Completed,Credit Card,Mobile App,Jacksonville,FL,53.01,7.99
24948,ORD-024948,2574,26-08-2025,Completed,Credit Card,Mobile App,Houston,TX,178.16,12.99
24949,ORD-024949,2698,26-08-2025,Completed,Credit Card,Mobile App,Houston,TX,13.18,12.99
24950,ORD-024950,2700,26-08-2025,Completed,Credit Card,Mobile App,Seattle,WA,125.09,29.99
24951,ORD-024951,2838,26-08-2025,Completed,Debit Card,Web,Dallas,TX,240.16,29.99
24952,ORD-024952,2898,26-08-2025,Completed,Digital Wallet,Web,Portland,OR,99.95,29.99
24953,ORD-024953,2908,26-08-2025,Completed,Digital Wallet,Web,Houston,TX,22.36,29.99
24954,ORD-024954,2939,26-08-2025,Completed,Credit Card,Marketplace,Dallas,TX,55.64,4.99
24955,ORD-024955,2955,26-08-2025,Completed,Digital Wallet,Mobile App,San Jose,CA,257.91,19.99
24956,ORD-024956,3163,26-08-2025,Completed,Debit Card,Web,San Antonio,TX,290.2,7.99
24957,ORD-024957,3299,26-08-2025,Cancelled,Digital Wallet,Retail Store,Los Angeles,CA,122.06,0
24958,ORD-024958,3636,26-08-2025,Completed,Credit Card,Marketplace,San Diego,CA,0,4.99
24959,ORD-024959,3660,26-08-2025,Completed,Credit Card,Web,Seattle,WA,42.94,12.99
24960,ORD-024960,3694,26-08-2025,Returned,Digital Wallet,Marketplace,Las Vegas,NV,91.72,12.99
24961,ORD-024961,3779,26-08-2025,Completed,Credit Card,Retail Store,Portland,OR,4.33,0
24962,ORD-024962,3787,26-08-2025,Completed,Debit Card,Marketplace,Chicago,IL,72.06,4.99
24963,ORD-024963,3882,26-08-2025,Completed,Credit Card,Retail Store,Las Vegas,NV,113.01,0
24964,ORD-024964,4143,26-08-2025,Completed,Digital Wallet,Marketplace,Las Vegas,NV,494.45,19.99
24965,ORD-024965,4222,26-08-2025,Completed,Credit Card,Mobile App,Fort Worth,TX,29.78,0
24966,ORD-024966,4425,26-08-2025,Completed,Credit Card,Web,San Jose,CA,68.62,29.99
24967,ORD-024967,4559,26-08-2025,Completed,Debit Card,Marketplace,Dallas,TX,125.52,12.99
24968,ORD-024968,4637,26-08-2025,Completed,Bank Transfer,Web,San Diego,CA,32.49,0
24969,ORD-024969,4650,26-08-2025,Completed,Digital Wallet,Web,Chicago,IL,62.01,12.99
24970,ORD-024970,4670,26-08-2025,Completed,Bank Transfer,Web,Chicago,IL,142.79,29.99
24971,ORD-024971,5131,26-08-2025,Completed,Credit Card,Mobile App,New York,NY,44.44,12.99
24972,ORD-024972,5225,26-08-2025,Completed,Debit Card,Web,Seattle,WA,122.64,7.99
24973,ORD-024973,5291,26-08-2025,Completed,Credit Card,Web,Las Vegas,NV,116.62,12.99
24974,ORD-024974,5429,26-08-2025,Completed,Digital Wallet,Marketplace,Philadelphia,PA,34.81,29.99
24975,ORD-024975,5531,26-08-2025,Completed,Credit Card,Mobile App,Houston,TX,334.17,29.99
24976,ORD-024976,5548,26-08-2025,Completed,Credit Card,Web,Los Angeles,CA,32.17,4.99
24977,ORD-024977,5553,26-08-2025,Returned,Credit Card,Web,Washington,DC,67.88,7.99
24978,ORD-024978,5555,26-08-2025,Completed,Debit Card,Web,Fort Worth,TX,101.98,7.99
24979,ORD-024979,5605,26-08-2025,Completed,Credit Card,Retail Store,Jacksonville,FL,9.73,0
24980,ORD-024980,5614,26-08-2025,Completed,Credit Card,Mobile App,Denver,CO,438.88,0
24981,ORD-024981,5629,26-08-2025,Completed,Credit Card,Web,Phoenix,AZ,56.24,19.99
24982,ORD-024982,5639,26-08-2025,Completed,Credit Card,Retail Store,Phoenix,AZ,135.97,0
24983,ORD-024983,5642,26-08-2025,Completed,Credit Card,Marketplace,Chicago,IL,9.87,7.99
24984,ORD-024984,5653,26-08-2025,Completed,Debit Card,Web,Columbus,OH,90.3,0
24985,ORD-024985,5660,26-08-2025,Completed,Debit Card,Mobile App,San Jose,CA,41.5,7.99
24986,ORD-024986,5727,26-08-2025,Completed,Digital Wallet,Retail Store,Houston,TX,0,0
24987,ORD-024987,5838,26-08-2025,Completed,Credit Card,Web,Philadelphia,PA,0,0
24988,ORD-024988,5908,26-08-2025,Completed,Credit Card,Web,Fort Worth,TX,0,0
24989,ORD-024989,5947,26-08-2025,Completed,Credit Card,Web,Seattle,WA,54.54,12.99
24990,ORD-024990,6070,26-08-2025,Completed,Debit Card,Retail Store,Dallas,TX,87.59,0
24991,ORD-024991,6077,26-08-2025,Completed,Digital Wallet,Web,New York,NY,78.15,4.99
24992,ORD-024992,6108,26-08-2025,Completed,Credit Card,Web,Los Angeles,CA,48.85,19.99
24993,ORD-024993,6158,26-08-2025,Completed,Credit Card,Retail Store,Jacksonville,FL,0,0
24994,ORD-024994,6848,26-08-2025,Completed,Debit Card,Mobile App,Nashville,TN,0,0
24995,ORD-024995,6992,26-08-2025,Completed,Credit Card,Retail Store,Phoenix,AZ,43.48,0
24996,ORD-024996,6993,26-08-2025,Completed,Credit Card,Mobile App,Austin,TX,74.59,0
24997,ORD-024997,7075,26-08-2025,Completed,Credit Card,Marketplace,Austin,TX,11.42,29.99
24998,ORD-024998,7087,26-08-2025,Completed,Digital Wallet,Web,Atlanta,GA,0,29.99
24999,ORD-024999,7167,26-08-2025,Completed,Credit Card,Web,Philadelphia,PA,15.99,4.99
25000,ORD-025000,7384,26-08-2025,Completed,Credit Card,Marketplace,Seattle,WA,116.85,0
25001,ORD-025001,7598,26-08-2025,Completed,Debit Card,Marketplace,Charlotte,NC,270.19,29.99
25002,ORD-025002,7605,26-08-2025,Cancelled,Credit Card,Mobile App,Fort Worth,TX,190.68,0
25003,ORD-025003,7697,26-08-2025,Completed,Credit Card,Retail Store,Jacksonville,FL,85.61,0
25004,ORD-025004,7736,26-08-2025,Completed,Credit Card,Marketplace,Atlanta,GA,101.02,7.99
25005,ORD-025005,135,27-08-2025,Cancelled,Credit Card,Marketplace,Houston,TX,0,29.99
25006,ORD-025006,209,27-08-2025,Completed,Credit Card,Marketplace,Charlotte,NC,0,4.99
25007,ORD-025007,456,27-08-2025,Completed,Credit Card,Web,Jacksonville,FL,96.93,29.99
25008,ORD-025008,478,27-08-2025,Completed,Digital Wallet,Marketplace,San Jose,CA,8.64,7.99
25009,ORD-025009,490,27-08-2025,Completed,Credit Card,Marketplace,Charlotte,NC,197.39,7.99
25010,ORD-025010,522,27-08-2025,Completed,Credit Card,Mobile App,San Jose,CA,84.36,12.99
25011,ORD-025011,565,27-08-2025,Pending,Debit Card,Mobile App,Columbus,OH,17.36,4.99
25012,ORD-025012,644,27-08-2025,Completed,Credit Card,Web,Washington,DC,38.68,12.99
